word,category,difficulty,hint
gloves,Things,Easy,
mittens,Things,Easy,
earmuffs,Things,Easy,
leggings,Things,Easy,
tights,Things,Easy,
stockings,Things,Easy,
socks,Things,Easy,
shoes,Things,Easy,
boots,Things,Easy,
sandals,Things,Easy,
slippers,Things,Easy,
jewelry,Things,Easy,
necklace,Things,Easy,
bracelet,Things,Easy,
ring,Things,Easy,
earrings,Things,Easy,
brooch,Things,Easy,
pin,Things,Easy,
cufflinks,Things,Easy,
tie clip,Things,Easy,
watch,Things,Easy,
glasses,Things,Easy,
sunglasses,Things,Easy,
contact lenses,Things,Easy,
hair tie,Things,Easy,
hair clip,Things,Easy,
hair band,Things,Easy,
hair comb,Things,Easy,
hairpin,Things,Easy,
hairnet,Things,Easy,
headband,Things,Easy,
hairbrush,Things,Easy,
comb,Things,Easy,
makeup brush,Things,Easy,
eyelash curler,Things,Easy,
tweezers,Things,Easy,
nail clippers,Things,Easy,
nail file,Things,Easy,
lipstick,Things,Easy,
mascara,Things,Easy,
eyeliner,Things,Easy,
eyeshadow,Things,Easy,
blush,Things,Easy,
foundation,Things,Easy,
powder,Things,Easy,
perfume,Things,Easy,
cologne,Things,Easy,
deodorant,Things,Easy,
lotion,Things,Easy,
cream,Things,Easy,
sunscreen,Things,Easy,
lip balm,Things,Easy,
hand sanitizer,Things,Easy,
soap,Things,Easy,
shampoo,Things,Easy,
conditioner,Things,Easy,
body wash,Things,Easy,
razor,Things,Easy,
shaving cream,Things,Easy,
toothbrush,Things,Easy,
toothpaste,Things,Easy,
floss,Things,Easy,
mouthwash,Things,Easy,
cotton swabs,Things,Easy,
cotton pads,Things,Easy,
makeup remover,Things,Easy,
mirror,Things,Easy,
comb,Things,Easy,
brush,Things,Easy,
towel,Things,Easy,
washcloth,Things,Easy,
sponge,Things,Easy,
loofah,Things,Easy,
bath mat,Things,Easy,
shower curtain,Things,Easy,
soap dish,Things,Easy,
toothbrush holder,Things,Easy,
toiletries bag,Things,Easy,
cosmetic bag,Things,Easy,
jewelry case,Things,Easy,
watch box,Things,Easy,
shoe box,Things,Easy,
hanger (clothes),Things,Easy,
clothes peg,Things,Easy,
laundry basket,Things,Easy,
ironing board,Things,Easy,
iron,Things,Easy,
sewing kit,Things,Easy,
button,Things,Easy,
zipper,Things,Easy,
buckle,Things,Easy,
clip,Things,Easy,
snap fastener,Things,Easy,
velcro,Things,Easy,
safety pin,Things,Easy,
straight pin,Things,Easy,
needle (sewing),Things,Easy,
thread,Things,Easy,
yarn,Things,Easy,
fabric,Things,Easy,
lace,Things,Easy,
ribbon,Things,Easy,
trim,Things,Easy,
patch,Things,Easy,
applique,Things,Easy,
bead,Things,Easy,
sequin,Things,Easy,
rhinestone,Things,Easy,
buttonhole,Things,Easy,
seam,Things,Easy,
hem,Things,Easy,
collar,Things,Easy,
cuff,Things,Easy,
sleeve,Things,Easy,
pocket,Things,Easy,
lining,Things,Easy,
lining (clothing),Things,Easy,
padding (clothing),Things,Easy,
shoulder pad,Things,Easy,
elastic band,Things,Easy,
drawstring,Things,Easy,
belt loop,Things,Easy,
button loop,Things,Easy,
zipper pull,Things,Easy,
snap fastener pull,Things,Easy,
hook and eye closure,Things,Easy,
cardigan,Things,Medium,
tunic,Things,Medium,
blazer,Things,Medium,
poncho,Things,Medium,
shawl,Things,Medium,
cravat,Things,Medium,
ascot,Things,Medium,
cummerbund,Things,Medium,
pashmina,Things,Medium,
sarong,Things,Medium,
stole,Things,Medium,
tuxedo,Things,Medium,
waistcoat,Things,Medium,
windbreaker,Things,Medium,
anorak,Things,Medium,
duffel coat,Things,Medium,
peacoat,Things,Medium,
trench coat,Things,Medium,
parka,Things,Medium,
fleece jacket,Things,Medium,
down jacket,Things,Medium,
leather jacket,Things,Medium,
denim jacket,Things,Medium,
bomber jacket,Things,Medium,
varsity jacket,Things,Medium,
tracksuit,Things,Medium,
jumpsuit,Things,Medium,
romper,Things,Medium,
onesie (adult),Things,Medium,
bodysuit,Things,Medium,
leotard,Things,Medium,
tights,Things,Medium,
leggings,Things,Medium,
stockings,Things,Medium,
hose (stockings),Things,Medium,
garter belt,Things,Medium,
corset,Things,Medium,
bustier,Things,Medium,
chemise,Things,Medium,
slip (clothing),Things,Medium,
petticoat,Things,Medium,
camisole,Things,Medium,
thermal underwear,Things,Medium,
long johns,Things,Medium,
base layer (clothing),Things,Medium,
compression garment,Things,Medium,
shapewear,Things,Medium,
swim cap,Things,Medium,
swim goggles,Things,Medium,
earplugs (swimming),Things,Medium,
nose clip (swimming),Things,Medium,
bathing suit cover-up,Things,Medium,
rash guard,Things,Medium,
wetsuit boots,Things,Medium,
wetsuit gloves,Things,Medium,
diving mask,Things,Medium,
snorkel,Things,Medium,
fins (swim),Things,Medium,
life jacket,Things,Medium,
buoyancy aid,Things,Medium,
drysuit,Things,Medium,
neoprene socks,Things,Medium,
neoprene gloves,Things,Medium,
polar fleece gloves,Things,Medium,
ski gloves,Things,Medium,
snowboarding gloves,Things,Medium,
ice skating gloves,Things,Medium,
rollerblading gloves,Things,Medium,
cycling gloves,Things,Medium,
driving gloves,Things,Medium,
gardening gloves,Things,Medium,
work gloves,Things,Medium,
oven mitts,Things,Medium,
potholders,Things,Medium,
apron (kitchen),Things,Medium,
apron (workshop),Things,Medium,
smock,Things,Medium,
coveralls,Things,Medium,
jumpsuit (workwear),Things,Medium,
lab coat,Things,Medium,
chef's hat,Things,Medium,
chef's jacket,Things,Medium,
scrubs (medical),Things,Medium,
uniform (school),Things,Medium,
uniform (work),Things,Medium,
suit (business),Things,Medium,
suit (formal),Things,Medium,
evening gown,Things,Medium,
cocktail dress,Things,Medium,
prom dress,Things,Medium,
wedding dress,Things,Medium,
bridesmaid dress,Things,Medium,
mother of the bride dress,Things,Medium,
flower girl dress,Things,Medium,
pageboy suit,Things,Medium,
christening gown,Things,Medium,
communion dress,Things,Medium,
confirmation dress,Things,Medium,
bar mitzvah suit,Things,Medium,
bat mitzvah dress,Things,Medium,
quinceanera dress,Things,Medium,
sweet sixteen dress,Things,Medium,
graduation gown,Things,Medium,
academic regalia,Things,Medium,
clerical robe,Things,Medium,
judge's robe,Things,Medium,
graduation cap,Things,Medium,
mortarboard,Things,Medium,
hood (academic),Things,Medium,
tassel (graduation),Things,Medium,
wig (peruke),Things,Medium,
tiara,Things,Medium,
crown (regal),Things,Medium,
veil (wedding),Things,Medium,
fascinator,Things,Medium,
hairpiece,Things,Medium,
extensions (hair),Things,Medium,
wig (hairpiece),Things,Medium,
toupee,Things,Medium,
hair system,Things,Medium,
hair weave,Things,Medium,
hair integration,Things,Medium,
hair replacement system,Things,Medium,
prosthetic hair,Things,Medium,
medical wig,Things,Medium,
chemo cap,Things,Medium,
sleep cap,Things,Medium,
swimming cap (silicone),Things,Medium,
shower cap,Things,Medium,
bouffant cap,Things,Medium,
surgical cap,Things,Medium,
chef's hat (toque),Things,Medium,
military cap,Things,Medium,
police cap,Things,Medium,
firefighter helmet,Things,Medium,
construction helmet,Things,Medium,
motorcycle helmet,Things,Medium,
bicycle helmet,Things,Medium,
ski helmet,Things,Medium,
snowboarding helmet,Things,Medium,
ice skating helmet,Things,Medium,
rollerblading helmet,Things,Medium,
climbing helmet,Things,Medium,
kayaking helmet,Things,Medium,
canoeing helmet,Things,Medium,
rafting helmet,Things,Medium,
sailing hat,Things,Medium,
boating hat,Things,Medium,
fishing hat,Things,Medium,
gardening hat,Things,Medium,
sun hat (wide brim),Things,Medium,
beach hat,Things,Medium,
cowboy hat,Things,Medium,
fedora hat,Things,Medium,
top hat (silk),Things,Medium,
bowler hat,Things,Medium,
derby hat,Things,Medium,
panama hat,Things,Medium,
trilby hat,Things,Medium,
pork pie hat,Things,Medium,
newsboy cap,Things,Medium,
flat cap,Things,Medium,
baseball cap (fitted),Things,Medium,
baseball cap (adjustable),Things,Medium,
snapback cap,Things,Medium,
trucker hat,Things,Medium,
visor cap,Things,Medium,
beanie hat (knit),Things,Medium,
beanie hat (fleece),Things,Medium,
beret hat (wool),Things,Medium,
beret hat (cotton),Things,Medium,
tam o' shanter,Things,Medium,
kufi cap,Things,Medium,
fez hat,Things,Medium,
turban (headwear),Things,Medium,
hijab,Things,Medium,
niqab,Things,Medium,
burqa,Things,Medium,
chador,Things,Medium,
prayer shawl (tallit),Things,Medium,
kippah,Things,Medium,
yarmulke,Things,Medium,
skullcap,Things,Medium,
mitre (bishop's),Things,Medium,
zucchetto,Things,Medium,
stole (priest's),Things,Medium,
chasuble,Things,Medium,
alb (clerical),Things,Medium,
cassock,Things,Medium,
surplice,Things,Medium,
cincture,Things,Medium,
episcopal ring,Things,Medium,
pectoral cross,Things,Medium,
pastoral staff,Things,Medium,
crosier,Things,Medium,
miter (bishop's),Things,Medium,
boubou,Things,Hard,
caftan,Things,Hard,
chador,Things,Hard,
cheongsam,Things,Hard,
dirndl,Things,Hard,
fustanella,Things,Hard,
hanbok,Things,Hard,
hijab,Things,Hard,
kilt,Things,Hard,
kimono,Things,Hard,
kufi,Things,Hard,
lederhosen,Things,Hard,
mumu,Things,Hard,
nehru jacket,Things,Hard,
niqab,Things,Hard,
pashmina,Things,Hard,
poncho,Things,Hard,
salwar kameez,Things,Hard,
sarong,Things,Hard,
sherwani,Things,Hard,
stole,Things,Hard,
tagelmust,Things,Hard,
tarboosh,Things,Hard,
toga,Things,Hard,
tunic,Things,Hard,
yarmulke,Things,Hard,
zoot suit,Things,Hard,
agbada,Things,Hard,
abaya,Things,Hard,
barong tagalog,Things,Hard,
boshi hat,Things,Hard,
bunad,Things,Hard,
bustle (clothing),Things,Hard,
calash (headdress),Things,Hard,
camauro,Things,Hard,
cowl (clothing),Things,Hard,
crinoline,Things,Hard,
dolman (clothing),Things,Hard,
farthingale,Things,Hard,
fichu,Things,Hard,
gibus hat,Things,Hard,
guayabera,Things,Hard,
homburg hat,Things,Hard,
houppelande,Things,Hard,
jerkin,Things,Hard,
kabney,Things,Hard,
kalpak,Things,Hard,
kantou hat,Things,Hard,
karakul (hat),Things,Hard,
keffiyeh,Things,Hard,
kokoshnik,Things,Hard,
liripipe,Things,Hard,
mantilla,Things,Hard,
mao suit,Things,Hard,
mitre (papal),Things,Hard,
muff (clothing),Things,Hard,
panniers (clothing),Things,Hard,
partlet,Things,Hard,
pelisse,Things,Hard,
peruke,Things,Hard,
phrygian cap,Things,Hard,
pillbox hat,Things,Hard,
pinner apron,Things,Hard,
plumed helmet,Things,Hard,
porkpie hat,Things,Hard,
quilted doublet,Things,Hard,
ratiocinator hat,Things,Hard,
rebozo,Things,Hard,
reticule,Things,Hard,
ruff (clothing),Things,Hard,
sabatons,Things,Hard,
sack-back gown,Things,Hard,
salakot,Things,Hard,
sami hat,Things,Hard,
sanguinaria,Things,Hard,
sautoir,Things,Hard,
seitenschiff,Things,Hard,
shamisen case,Things,Hard,
sheitel,Things,Hard,
shofar bag,Things,Hard,
sidaguria,Things,Hard,
signet ring,Things,Hard,
skirt improver,Things,Hard,
slops (clothing),Things,Hard,
sombrero cordobes,Things,Hard,
spat (clothing),Things,Hard,
sporran,Things,Hard,
stammel,Things,Hard,
stomacher,Things,Hard,
Ö??Ö?çÖ??Ö?çÖ?¯Ö?çÖ??Ö??Ö?¶dress,Things,Hard,
subligaculum,Things,Hard,
sunbonnet,Things,Hard,
•Å•?Ö?¯Ö??coat,Things,Hard,
tally wig,Things,Hard,
tam o'shanter bonnet,Things,Hard,
tanjore necklace,Things,Hard,
tarantula boots,Things,Hard,
Ö??Ö??Ö?¯Ö??an,Things,Hard,
tippet (clothing),Things,Hard,
Ö¶?Ö¶¶Ö??Ö?≠or,Things,Hard,
tocsino hat,Things,Hard,
tondo medallion,Things,Hard,
topos (headdress),Things,Hard,
tournure,Things,Hard,
Ö??Ö?çÖ?¯Ö??Ö??Ö??ers,Things,Hard,
tricorn hat,Things,Hard,
trouser hosen,Things,Hard,
Ö¯?ÖÒçÖ¯¯ÖÒ?Ö¯?so,Things,Hard,
tulband,Things,Hard,
tunicle,Things,Hard,
??urcéü,Things,Hard,
ulster coat,Things,Hard,
upperstocks,Things,Hard,
urbilon,Things,Hard,
valance (headdress),Things,Hard,
vandyke collar,Things,Hard,
varaè?dinski è≠eè≠ir,Things,Hard,
varvéÅra,Things,Hard,
vascocorset,Things,Hard,
vathek sash,Things,Hard,
velum (veil),Things,Hard,
venetians (clothing),Things,Hard,
verendula,Things,Hard,
vertex (headdress),Things,Hard,
vestal ribbons,Things,Hard,
vielle ?ˇ roue case,Things,Hard,
vilayet dress,Things,Hard,
villanella,Things,Hard,
violone case,Things,Hard,
virago sleeves,Things,Hard,
viscachas,Things,Hard,
visorium,Things,Hard,
vlamusse,Things,Hard,
volant (clothing),Things,Hard,
volselle,Things,Hard,
voulge polearm cover,Things,Hard,
vratantika,Things,Hard,
vryÑç?Ü?´,Things,Hard,
waffenrock,Things,Hard,
wakoeri,Things,Hard,
walsingham buckle,Things,Hard,
wanderhosen,Things,Hard,
wappenrock,Things,Hard,
waraji,Things,Hard,
wardrobe trunk,Things,Hard,
warterlock,Things,Hard,
washitsu slippers,Things,Hard,
wassenaar lace collar,Things,Hard,
watch fob chain,Things,Hard,
water wings,Things,Hard,
wattles (clothing),Things,Hard,
wawassan,Things,Hard,
wayfarer satchel,Things,Hard,
weatherglass hat,Things,Hard,
wedding garter,Things,Hard,
weeper's veil,Things,Hard,
welted seam boot,Things,Hard,
wergild bracelet,Things,Hard,
weskit,Things,Hard,
whalebone corset stay,Things,Hard,
wheel farthingale,Things,Hard,
wimple,Things,Hard,
windamora,Things,Hard,
wing collar (detachable),Things,Hard,
winterhalter bonnet,Things,Hard,
wishbone stays,Things,Hard,
witches' britches,Things,Hard,
wittentand,Things,Hard,
wodehouse breeches,Things,Hard,
wolfsbane gloves,Things,Hard,
wonderbra,Things,Hard,
woodlark bonnet,Things,Hard,
wool cravat,Things,Hard,
worsted hose,Things,Hard,
wowser hat,Things,Hard,
wraprascal coat,Things,Hard,
wrist corsage,Things,Hard,
wristlet (clothing),Things,Hard,
wrong-side-out glove,Things,Hard,
xanthic veil,Things,Hard,
xebec cap,Things,Hard,
xenium bracelet,Things,Hard,
xenodochium mantle,Things,Hard,
xeranthemum wreath,Things,Hard,
xyris brooch,Things,Hard,
yacco shoes,Things,Hard,
yak hair wig,Things,Hard,
yamamoto scarf,Things,Hard,
yangban hat,Things,Hard,
yankee bonnet,Things,Hard,
yardang boots,Things,Hard,
yarn girdle,Things,Hard,
yasumasa cloak,Things,Hard,
yeoman's jerkin,Things,Hard,
yggdrasil amulet,Things,Hard,
yighra headdress,Things,Hard,
yin-yang pendant,Things,Hard,
yipao dress,Things,Hard,
yoke (clothing),Things,Hard,
york gloves,Things,Hard,
young-man's cravat,Things,Hard,
youth's doublet,Things,Hard,
yperite boots,Things,Hard,
ytterbium ring,Things,Hard,
yucca fiber sandals,Things,Hard,
yukata obi belt,Things,Hard,
yulan magnolia corsage,Things,Hard,
y?¨r?¨k shoes,Things,Hard,
yznik belt buckle,Things,Hard,
zaandam clogs,Things,Hard,
zabaglione apron,Things,Hard,
zambal topknot,Things,Hard,
zambelli cape,Things,Hard,
zambra dress,Things,Hard,
zamia leaf brooch,Things,Hard,
zanella coat,Things,Hard,
zante currant earring,Things,Hard,
zanzibar slippers,Things,Hard,
zaphara veil,Things,Hard,
zaraband skirt,Things,Hard,
zareba hat,Things,Hard,
zarf necklace,Things,Hard,
zattera hat,Things,Hard,
zealot's cloak,Things,Hard,
zebra hide boots,Things,Hard,
zebrano wood cufflinks,Things,Hard,
zechin bracelet,Things,Hard,
zed landau boot,Things,Hard,
zeitgeist hat,Things,Hard,
zelatrice veil,Things,Hard,
zelkova wood clogs,Things,Hard,
zemstvo smock,Things,Hard,
zenana veil,Things,Hard,
zephyr shawl,Things,Hard,
zeppelin goggles,Things,Hard,
zero-gravity boots,Things,Hard,
zest grating tool brooch,Things,Hard,
zeus amulet,Things,Hard,
zeuglodon earring,Things,Hard,
zibeline coat,Things,Hard,
ziganka skirt,Things,Hard,
zigzag-stitched boot,Things,Hard,
zilch ring,Things,Hard,
zill bracelet,Things,Hard,
zinc button,Things,Hard,
zingara shawl,Things,Hard,
zinnia corsage,Things,Hard,
zionist lapel pin,Things,Hard,
zipangu belt,Things,Hard,
zipper boot,Things,Hard,
zirconium earring,Things,Hard,
zithern case,Things,Hard,
zizel fur gloves,Things,Hard,
zloty bracelet,Things,Hard,
zodiac pendant,Things,Hard,
zogan belt buckle,Things,Hard,
zombie mask,Things,Hard,
zonal hatband,Things,Hard,
zonkey boots,Things,Hard,
zooey glass spectacles,Things,Hard,
zoomorphic brooch,Things,Hard,
zori sandals,Things,Hard,
zouk hat,Things,Hard,
zuffetto cap,Things,Hard,
zulu beaded necklace,Things,Hard,
zumbador hat,Things,Hard,
zurich veil,Things,Hard,
zuyder zee clogs,Things,Hard,
zygomatic arch earring,Things,Hard,
zymase brooch,Things,Hard,
zydeco boots,Things,Hard,
zygnema brooch,Things,Hard,
apple,Things,Easy,
banana,Things,Easy,
orange,Things,Easy,
grape,Things,Easy,
melon,Things,Easy,
pear,Things,Easy,
peach,Things,Easy,
plum,Things,Easy,
lemon,Things,Easy,
lime,Things,Easy,
strawberry,Things,Easy,
blueberry,Things,Easy,
raspberry,Things,Easy,
cherry,Things,Easy,
kiwi,Things,Easy,
mango,Things,Easy,
pineapple,Things,Easy,
watermelon,Things,Easy,
grapefruit,Things,Easy,
mandarin,Things,Easy,
tangerine,Things,Easy,
coconut,Things,Easy,
avocado,Things,Easy,
tomato,Things,Easy,
potato,Things,Easy,
onion,Things,Easy,
carrot,Things,Easy,
pea,Things,Easy,
bean,Things,Easy,
corn,Things,Easy,
rice,Things,Easy,
bread,Things,Easy,
pasta,Things,Easy,
cereal,Things,Easy,
egg,Things,Easy,
milk,Things,Easy,
cheese,Things,Easy,
butter,Things,Easy,
yogurt,Things,Easy,
ice cream,Things,Easy,
cake,Things,Easy,
cookie,Things,Easy,
chocolate,Things,Easy,
candy,Things,Easy,
sugar,Things,Easy,
salt,Things,Easy,
pepper,Things,Easy,
oil,Things,Easy,
vinegar,Things,Easy,
water,Things,Easy,
juice,Things,Easy,
tea,Things,Easy,
coffee,Things,Easy,
soda,Things,Easy,
beer,Things,Easy,
wine,Things,Easy,
meat,Things,Easy,
chicken,Things,Easy,
beef,Things,Easy,
pork,Things,Easy,
fish,Things,Easy,
soup,Things,Easy,
salad,Things,Easy,
sandwich,Things,Easy,
pizza,Things,Easy,
burger,Things,Easy,
fries,Things,Easy,
chips,Things,Easy,
crisps,Things,Easy,
nuts,Things,Easy,
seeds,Things,Easy,
jam,Things,Easy,
honey,Things,Easy,
ketchup,Things,Easy,
mustard,Things,Easy,
mayonnaise,Things,Easy,
salad dressing,Things,Easy,
syrup,Things,Easy,
sauce,Things,Easy,
spice,Things,Easy,
herb,Things,Easy,
garlic,Things,Easy,
ginger,Things,Easy,
onion,Things,Easy,
salt,Things,Easy,
pepper,Things,Easy,
sugar,Things,Easy,
flour,Things,Easy,
yeast,Things,Easy,
baking powder,Things,Easy,
baking soda,Things,Easy,
vanilla extract,Things,Easy,
chocolate chips,Things,Easy,
sprinkles,Things,Easy,
icing,Things,Easy,
frosting,Things,Easy,
dough,Things,Easy,
batter,Things,Easy,
crust,Things,Easy,
filling,Things,Easy,
topping,Things,Easy,
garnish,Things,Easy,
ingredient,Things,Easy,
recipe,Things,Easy,
dish,Things,Easy,
meal,Things,Easy,
breakfast,Things,Easy,
lunch,Things,Easy,
dinner,Things,Easy,
snack,Things,Easy,
dessert,Things,Easy,
drink,Things,Easy,
beverage,Things,Easy,
food,Things,Easy,
eat,Things,Easy,
drink,Things,Easy,
cook,Things,Easy,
bake,Things,Easy,
fry,Things,Easy,
grill,Things,Easy,
roast,Things,Easy,
boil,Things,Easy,
steam,Things,Easy,
mix,Things,Easy,
stir,Things,Easy,
chop,Things,Easy,
slice,Things,Easy,
dice,Things,Easy,
mince,Things,Easy,
peel,Things,Easy,
wash,Things,Easy,
taste,Things,Easy,
smell,Things,Easy,
serve,Things,Easy,
plate,Things,Easy,
bowl,Things,Easy,
cup,Things,Easy,
glass,Things,Easy,
fork,Things,Easy,
spoon,Things,Easy,
knife,Things,Easy,
napkin,Things,Easy,
tablecloth,Things,Easy,
placemat,Things,Easy,
coaster,Things,Easy,
tray,Things,Easy,
menu,Things,Easy,
bill,Things,Easy,
tip,Things,Easy,
restaurant,Things,Easy,
cafe,Things,Easy,
bar,Things,Easy,
pub,Things,Easy,
kitchen,Things,Easy,
pantry,Things,Easy,
fridge,Things,Easy,
oven,Things,Easy,
stove,Things,Easy,
microwave,Things,Easy,
toaster,Things,Easy,
kettle,Things,Easy,
coffee maker,Things,Easy,
blender,Things,Easy,
mixer,Things,Easy,
juicer,Things,Easy,
spoon,Things,Easy,
fork,Things,Easy,
knife,Things,Easy,
plate,Things,Easy,
bowl,Things,Easy,
glass,Things,Easy,
cup,Things,Easy,
napkin,Things,Easy,
table,Things,Easy,
chair,Things,Easy,
salt shaker,Things,Easy,
pepper shaker,Things,Easy,
sugar bowl,Things,Easy,
creamer,Things,Easy,
butter dish,Things,Easy,
oil cruet,Things,Easy,
vinegar cruet,Things,Easy,
serving dish,Things,Easy,
serving spoon,Things,Easy,
serving fork,Things,Easy,
serving knife,Things,Easy,
baking dish,Things,Easy,
casserole dish,Things,Easy,
pie dish,Things,Easy,
cake pan,Things,Easy,
muffin tin,Things,Easy,
cookie sheet,Things,Easy,
cutting board,Things,Easy,
knife block,Things,Easy,
utensil holder,Things,Easy,
dish rack,Things,Easy,
sink,Things,Easy,
faucet,Things,Easy,
garbage disposal,Things,Easy,
dishwasher,Things,Easy,
trash can,Things,Easy,
recycling bin,Things,Easy,
potholder,Things,Easy,
oven mitt,Things,Easy,
apron,Things,Easy,
tea towel,Things,Easy,
dishcloth,Things,Easy,
sponge,Things,Easy,
scrubber,Things,Easy,
brush,Things,Easy,
cleaner,Things,Easy,
soap,Things,Easy,
detergent,Things,Easy,
bleach,Things,Easy,
polish,Things,Easy,
wax,Things,Easy,
spray,Things,Easy,
duster,Things,Easy,
polish cloth,Things,Easy,
wax cloth,Things,Easy,
spray bottle,Things,Easy,
cleaning product,Things,Easy,
artichoke,Things,Medium,
asparagus,Things,Medium,
broccoli,Things,Medium,
brussels sprouts,Things,Medium,
cauliflower,Things,Medium,
celery,Things,Medium,
cucumber,Things,Medium,
eggplant,Things,Medium,
fennel,Things,Medium,
kale,Things,Medium,
leek,Things,Medium,
okra,Things,Medium,
parsnip,Things,Medium,
radish,Things,Medium,
rhubarb,Things,Medium,
rutabaga,Things,Medium,
scallion,Things,Medium,
shallot,Things,Medium,
squash (various),Things,Medium,
sweet potato,Things,Medium,
turnip,Things,Medium,
zucchini,Things,Medium,
cranberry,Things,Medium,
blackberry,Things,Medium,
boysenberry,Things,Medium,
loganberry,Things,Medium,
gooseberry,Things,Medium,
fig,Things,Medium,
date,Things,Medium,
apricot,Things,Medium,
nectarine,Things,Medium,
clementine,Things,Medium,
kumquat,Things,Medium,
plantain,Things,Medium,
pomegranate,Things,Medium,
quince,Things,Medium,
passion fruit,Things,Medium,
guava,Things,Medium,
papaya,Things,Medium,
lychee,Things,Medium,
persimmon,Things,Medium,
star fruit,Things,Medium,
durian,Things,Medium,
rambutan,Things,Medium,
longan,Things,Medium,
mangosteen,Things,Medium,
breadfruit,Things,Medium,
jackfruit,Things,Medium,
taro,Things,Medium,
yam,Things,Medium,
cassava,Things,Medium,
plantain,Things,Medium,
chickpea,Things,Medium,
lentil,Things,Medium,
kidney bean,Things,Medium,
navy bean,Things,Medium,
pinto bean,Things,Medium,
black bean,Things,Medium,
cannellini bean,Things,Medium,
fava bean,Things,Medium,
edamame,Things,Medium,
mung bean,Things,Medium,
soybean,Things,Medium,
quinoa,Things,Medium,
barley,Things,Medium,
oats,Things,Medium,
rye,Things,Medium,
millet,Things,Medium,
buckwheat,Things,Medium,
couscous,Things,Medium,
polenta,Things,Medium,
semolina,Things,Medium,
tortilla,Things,Medium,
bagel,Things,Medium,
croissant,Things,Medium,
muffin,Things,Medium,
scone,Things,Medium,
donut,Things,Medium,
pastry (various),Things,Medium,
jam??n ib??rico,Things,Medium,
prosciutto,Things,Medium,
salami,Things,Medium,
chorizo,Things,Medium,
p?õt??,Things,Medium,
terrine,Things,Medium,
foie gras,Things,Medium,
caviar,Things,Medium,
escargots,Things,Medium,
oysters,Things,Medium,
mussels,Things,Medium,
clams,Things,Medium,
shrimp,Things,Medium,
lobster,Things,Medium,
crab,Things,Medium,
squid,Things,Medium,
octopus,Things,Medium,
tuna,Things,Medium,
salmon,Things,Medium,
cod,Things,Medium,
halibut,Things,Medium,
swordfish,Things,Medium,
mackerel,Things,Medium,
sardines,Things,Medium,
anchovies,Things,Medium,
trout,Things,Medium,
bass,Things,Medium,
snapper,Things,Medium,
tilapia,Things,Medium,
catfish,Things,Medium,
sole,Things,Medium,
flounder,Things,Medium,
plaice,Things,Medium,
haddock,Things,Medium,
pollock,Things,Medium,
monkfish,Things,Medium,
grouper,Things,Medium,
sea bass,Things,Medium,
sea bream,Things,Medium,
turbot,Things,Medium,
branzino,Things,Medium,
dorade,Things,Medium,
red mullet,Things,Medium,
john dory,Things,Medium,
skate,Things,Medium,
ray,Things,Medium,
anglerfish,Things,Medium,
conger eel,Things,Medium,
venison,Things,Medium,
lamb,Things,Medium,
duck,Things,Medium,
goose,Things,Medium,
turkey,Things,Medium,
quail,Things,Medium,
pheasant,Things,Medium,
pigeon,Things,Medium,
venison steak,Things,Medium,
lamb chop,Things,Medium,
duck confit,Things,Medium,
goose liver,Things,Medium,
turkey leg,Things,Medium,
quail egg,Things,Medium,
pheasant breast,Things,Medium,
pigeon pie,Things,Medium,
bouillabaisse,Things,Medium,
gazpacho,Things,Medium,
vichyssoise,Things,Medium,
borscht,Things,Medium,
minestrone,Things,Medium,
cioppino,Things,Medium,
clam chowder,Things,Medium,
french onion soup,Things,Medium,
lobster bisque,Things,Medium,
miso soup,Things,Medium,
pho,Things,Medium,
ramen,Things,Medium,
tom yum soup,Things,Medium,
wonton soup,Things,Medium,
coleslaw,Things,Medium,
caesar salad,Things,Medium,
greek salad,Things,Medium,
nicoise salad,Things,Medium,
potato salad,Things,Medium,
tabbouleh,Things,Medium,
waldorf salad,Things,Medium,
caprese salad,Things,Medium,
panzanella,Things,Medium,
quinoa salad,Things,Medium,
rice salad,Things,Medium,
pasta salad,Things,Medium,
tuna salad,Things,Medium,
chicken salad,Things,Medium,
egg salad,Things,Medium,
club sandwich,Things,Medium,
monte cristo sandwich,Things,Medium,
reuben sandwich,Things,Medium,
cuban sandwich,Things,Medium,
french dip sandwich,Things,Medium,
po' boy sandwich,Things,Medium,
banh mi,Things,Medium,
gyro,Things,Medium,
falafel wrap,Things,Medium,
burrito,Things,Medium,
taco,Things,Medium,
quesadilla,Things,Medium,
enchilada,Things,Medium,
fajita,Things,Medium,
chimichanga,Things,Medium,
tamale,Things,Medium,
arepa,Things,Medium,
empanada,Things,Medium,
calzone,Things,Medium,
stromboli,Things,Medium,
focaccia,Things,Medium,
ciabatta,Things,Medium,
baguette,Things,Medium,
brioche,Things,Medium,
fougasse,Things,Medium,
sourdough bread,Things,Medium,
rye bread,Things,Medium,
whole wheat bread,Things,Medium,
multigrain bread,Things,Medium,
pumpernickel,Things,Medium,
cornbread,Things,Medium,
naan bread,Things,Medium,
pita bread,Things,Medium,
focaccia bread,Things,Medium,
ciabatta bread,Things,Medium,
baguette bread,Things,Medium,
brioche bread,Things,Medium,
fougasse bread,Things,Medium,
sourdough bread loaf,Things,Medium,
rye bread loaf,Things,Medium,
whole wheat bread loaf,Things,Medium,
multigrain bread loaf,Things,Medium,
